manner_of_death,armed,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,city,age,city,gender,longitude,latitude,race,state,name,id
shot,BB gun,True,attack,,False,True,Tacoma,53.1,Albuquerque,M,-107.802,33.1758,W,CA,Rebecca Graham,5778
shot,gun,False,attack,Not fleeing,False,True,Los Angeles,23.4,Phoenix,M,-79.4241,38.6541,H,CA,Brendan Terry,5779
shot,gun,True,attack,Foot,True,True,Chandler,30.6,Phoenix,M,-73.4922,27.3987,W,CA,Donna Shah,5780
shot,gun,True,attack,Car,False,True,Owensboro,43.2,Phoenix,M,-75.8664,35.8362,H,CA,Alexis Molina,5781
shot,vehicle,False,attack,Not fleeing,False,True,League City,54.0,Los Angeles,M,-77.84639999999999,27.4707,W,CA,Jonathan Long,5782
shot,gun,False,other,Car,False,True,Marion,43.2,Los Angeles,M,-109.9728,37.4715,H,CA,Bradley Nichols,5783
shot,gun,False,attack,,True,True,Beverly,55.8,Charlotte,M,-107.0829,31.86,B,CA,Richard Franco,5784
shot,gun,False,attack,Not fleeing,False,True,Palmdale,45.0,Las Vegas,M,-78.53219999999999,34.2351,W,CA,Scott Mckinney,5785
shot and Tasered,knife,False,attack,Not fleeing,False,True,Los Angeles,19.8,Los Angeles,M,-68.39099999999999,33.098400000000005,W,CA,Karen Flores,5786
shot,gun,False,attack,Not fleeing,False,True,Fresno,26.1,Phoenix,M,-105.5457,31.0239,H,CA,Adam Garner,5787
shot,gun,False,other,Not fleeing,True,True,Boulder,21.6,San Antonio,M,-106.7058,30.7701,W,CA,Sarah Scott,5788
shot and Tasered,knife,False,attack,,False,True,Hollywood Hills,45.9,Charlotte,M,-80.66159999999999,30.7269,B,CA,Steven Scott,5789
shot,gun,False,other,,True,True,Orlando,54.9,Houston,M,-107.2773,32.483700000000006,W,CA,Sean Spears,5790
shot,gun,False,other,Not fleeing,False,True,Miami,31.5,Jacksonville,M,-67.66380000000001,35.9343,W,CA,Katrina Fox,5791
shot,gun,False,other,,False,True,Carmichael,36.9,Los Angeles,M,-110.3949,40.977,B,CA,Caleb Mosley,5792
shot,gun,False,attack,Not fleeing,False,True,Spring Hill,32.4,Los Angeles,M,-100.0791,29.1105,W,CA,Nathaniel Chambers,5793
shot,gun,True,attack,Not fleeing,False,True,O'Fallon,26.1,Phoenix,M,-100.89,30.1455,W,CA,Robert Phillips,5794
shot,knife,False,attack,Not fleeing,False,True,Dearborn County,55.8,Phoenix,M,-76.1409,31.05,W,CA,Jeff Mercer,5795
shot,gun,False,attack,Foot,False,True,Paterson,48.6,Jacksonville,M,-81.225,34.7985,W,CA,James Stewart,5796
shot,knife,False,other,Foot,True,True,Riverbank,41.4,Los Angeles,M,-110.4678,34.6131,W,CA,Nicholas Lee,5797
shot,gun and vehicle,True,attack,Car,False,True,Conroe,51.3,Phoenix,M,-80.65530000000001,36.6075,H,CA,Miss Erica Shannon,5798
shot,gun,True,attack,Not fleeing,False,True,Jacksonville,44.1,Albuquerque,M,-109.6416,34.2027,W,CA,Samantha Little,5799
shot and Tasered,rock,False,other,,False,True,Surfside Beach,25.2,Bakersfield,M,-67.5792,35.9667,W,CA,Larry Perez,5800
shot,gun,False,attack,Not fleeing,False,True,Paterson,40.5,Phoenix,M,-110.0421,34.4178,H,CA,Jerome Rogers,5801
shot,gun,False,attack,Car,False,True,San Antonio,27.9,Phoenix,M,-99.8748,29.0232,H,CA,Aaron Martinez,5802
shot,gun,True,attack,Not fleeing,True,True,Clarksville,36.9,San Antonio,M,-94.3965,35.766000000000005,W,CA,Debbie Barnes,5803
shot,gun,False,attack,Other,True,True,Springfield,25.2,San Antonio,M,-75.59639999999999,32.7852,W,CA,Deborah Hebert,5804
shot,gun,True,attack,Not fleeing,False,True,Hereford,59.4,Los Angeles,M,-87.9534,27.1467,H,CA,Angela Villanueva,5805
shot,undetermined,False,other,Not fleeing,False,True,Jefferson Parish,24.3,Los Angeles,M,-76.1202,38.4534,W,CA,Craig Miller,5806
shot,undetermined,False,other,Car,False,True,Los Angeles,40.5,Phoenix,M,-68.0976,36.2241,W,CA,Jacqueline Price,5807
shot,gun,False,attack,,False,True,North Port,33.3,Phoenix,M,-73.4256,37.313100000000006,W,CA,Patrick Long,5808
shot,gun,False,attack,Not fleeing,False,True,Austin,36.0,Phoenix,M,-73.4274,37.3689,W,CA,Sean Roberts,5809
shot,gun,False,attack,Car,False,True,Ada,16.2,Los Angeles,M,-110.6766,40.9662,W,CA,Lori Harvey,5810
shot,undetermined,False,other,Car,False,True,Ogden,29.7,San Antonio,M,-107.0226,31.7664,W,CA,Paula Zhang,5811
shot,vehicle,False,other,Car,False,True,Orcutt,45.0,Los Angeles,M,-77.2119,35.5698,W,CA,Carolyn Collins,5812
shot,gun,False,attack,,False,True,Monterey,21.6,Bakersfield,M,-68.98140000000001,35.3718,W,CA,Tracie Bradley,5813
shot,gun,False,attack,,True,True,Oxon Hill,26.1,Los Angeles,M,-77.50800000000001,35.8434,W,CA,Carolyn Ortiz,5814
shot,knife,True,other,Not fleeing,False,True,Greenville,48.6,Houston,M,-68.0427,35.352000000000004,W,CA,Alexander Garcia,5815
shot,hatchet,True,other,Not fleeing,True,True,Miami,43.2,San Antonio,M,-70.911,34.8048,W,CA,Jeremy Grimes,5816
shot,gun,False,attack,Other,False,True,Nacogdoches,22.5,Chicago,M,-88.1496,34.2567,H,CA,Evelyn Collins,5817
shot,gun,False,other,Car,False,True,San Diego,28.8,Phoenix,M,-88.7247,26.4834,W,CA,Dr. Hailey Reed,5818
shot,gun,False,attack,Not fleeing,False,True,Baton Rouge,18.9,Los Angeles,M,-88.14059999999999,31.5378,H,CA,Jonathan Bailey,5819
shot,gun,False,attack,Car,False,True,Las Vegas,53.1,Las Vegas,M,-94.3362,34.9542,B,CA,Steven Morris,5820
shot,gun,False,attack,,False,True,Washington,33.3,Los Angeles,M,-83.8242,40.4568,W,CA,Vicki Lester,5821
shot,gun,False,attack,Other,False,True,Indianapolis,19.8,Arlington,M,-68.9859,35.2746,W,CA,Charlene Kerr,5822
shot,gun,False,other,Not fleeing,True,True,Temecula,41.4,Los Angeles,M,-105.6249,42.921,W,CA,James Young,5823
shot,gun,False,attack,,False,True,Linda,27.9,Boise,M,-77.8374,33.6861,W,CA,Mr. Daniel Tanner,5824
shot,gun,True,other,Not fleeing,False,True,Clinton,26.1,Bakersfield,M,-106.7985,30.735,W,CA,Alexandra Schmidt,5825
shot,gun,False,other,Not fleeing,False,True,Rogue River,30.6,Los Angeles,M,-100.7874,31.221,W,CA,Kristin Cardenas,5826
shot,gun,False,other,Not fleeing,True,True,Nashville,18.9,Houston,M,-83.03670000000001,33.4179,W,CA,Hector Sanchez,5827
shot,gun,False,other,Car,False,True,Truth or Consequences,36.0,Los Angeles,M,-100.6569,29.9286,W,CA,Janet Bradshaw,5828
shot,gun,True,other,,True,True,Friendswood,36.9,Atlanta,M,-73.4769,37.305,B,CA,Drew Jones,5829
shot,gun,False,attack,Not fleeing,True,True,Owings Mills,27.9,Phoenix,M,-86.8608,30.4677,W,CA,Christian Carter,5830
shot,gun,False,other,,False,True,Miami,17.1,Charlotte,M,-103.7448,32.5197,W,CA,Adam Tyler,5831
shot,gun and machete,False,attack,Car,False,True,Racine,22.5,Los Angeles,M,-78.4287,37.3824,W,CA,Stacy Maddox,5832
shot,unarmed,False,attack,Foot,False,True,Glendale,33.3,Phoenix,M,-86.9778,29.471400000000003,W,CA,Pamela Roberts,5833
shot,gun,False,attack,Car,True,True,Naples,29.7,Phoenix,M,-96.9858,29.0403,W,CA,Brandon Fernandez,5834
shot,gun,True,other,Not fleeing,False,True,Fayetteville,32.4,Orlando,M,-100.7667,30.024,W,CA,Shawn Waller,5835
shot,gun,False,attack,Not fleeing,True,True,Bemidji,48.6,Oklahoma City,M,-73.4436,30.2409,B,CA,Kristy Harper,5836
shot,knife,False,other,,False,True,Westminster,17.1,Los Angeles,M,-76.248,29.718000000000004,B,CA,Christopher Blake,5837
shot,vehicle,False,attack,Car,True,True,Norfolk,25.2,Arlington,M,-106.3404,30.4875,W,CA,Mrs. Dawn Black,5838
shot,vehicle,False,attack,Car,False,True,Las Vegas,39.6,Ashville,M,-74.7675,35.9523,W,CA,Lawrence Benson,5839
shot,knife,False,other,,False,True,Pinetop-Lakeside,25.2,Phoenix,M,-90.7677,38.9097,H,CA,Patricia Butler,5840
shot,unarmed,False,other,,True,True,Straban Township,21.6,Houston,M,-77.9139,31.383,W,CA,Darin Freeman,5841
shot,gun,False,attack,Car,False,True,Waukegan,32.4,Jacksonville,M,-78.5592,37.4391,W,CA,Dan Lane,5842
shot,gun,False,attack,,False,True,Owensboro,26.1,Charlotte,M,-92.5074,42.1938,W,CA,Jason Gonzalez,5843
shot,gun,False,attack,,False,True,New York,41.4,Tucson,M,-87.6348,32.166000000000004,W,CA,Alexis Fisher,5844
shot,gun,False,other,Not fleeing,False,True,Stockton,18.0,Phoenix,M,-85.10849999999999,35.1009,W,CA,Adrian Adkins,5845
shot,undetermined,False,undetermined,,False,True,Palmdale,22.5,San Antonio,M,-73.7118,25.2693,W,CA,Trevor Christian,5846
shot,gun,False,other,Car,False,True,Jefferson City,39.6,Los Angeles,M,-68.4747,33.1479,W,CA,Kelly Cox,5847
shot,gun,True,other,,False,True,Houma,57.6,Los Angeles,M,-85.0977,35.1567,W,CA,Raymond Price,5848
shot,knife,False,attack,Not fleeing,False,True,Jacksonville,42.3,Los Angeles,M,-82.8873,31.369499999999995,H,CA,Pamela Thompson,5849
shot,gun,True,attack,Not fleeing,False,True,Santa Nella,37.8,Los Angeles,M,-94.9392,39.8493,W,CA,Susan Hughes,5850
shot,gun,True,attack,Not fleeing,False,True,Vinita,21.6,Arlington,M,-79.1649,38.7873,W,CA,Amber Rosario,5851
shot,BB gun,True,attack,Not fleeing,True,True,Gardnerville Ranchos,24.3,Phoenix,M,-67.8429,37.4121,H,CA,Jennifer Bryant,5852
shot,knife,False,other,Not fleeing,False,True,Atlanta,28.8,Phoenix,M,-81.01259999999999,38.115,W,CA,Sheila Palmer,5853
shot,gun,False,other,Other,False,True,Kansas City,45.9,Los Angeles,M,-107.8344,35.575199999999995,W,CA,Kimberly Brown,5854
shot,gun,False,attack,Not fleeing,False,True,Morrow,45.0,Los Angeles,M,-104.6133,30.3417,W,CA,Katherine Collins,5855
shot,gun,False,attack,Car,False,True,Portsmouth,51.3,Los Angeles,M,-104.778,39.1428,W,CA,Matthew Weaver,5856
shot,gun,False,attack,,False,True,Fort Worth,41.4,Los Angeles,M,-74.1195,32.9184,W,CA,Heidi Clayton,5857
shot,vehicle,True,attack,Not fleeing,False,True,Braintree,31.5,Chattanooga,M,-109.5705,33.498,W,CA,Alison Stanton,5858
shot,gun and vehicle,False,attack,Car,False,True,Fountain Inn,27.9,Phoenix,M,-105.5583,30.7224,W,CA,Jeffrey Olsen,5859
shot,gun,False,attack,Not fleeing,False,True,Loveland,50.4,Phoenix,M,-100.737,30.0303,H,CA,Mr. James Robinson,5860
shot,gun,True,attack,,False,True,Orlando,15.3,Orlando,M,-74.02590000000001,26.2629,W,CA,Todd Reed,5861
shot,gun,False,other,,False,True,Rancho Cordova,49.5,Los Angeles,M,-87.0138,36.7875,W,CA,Kevin Spencer,5862
shot,gun,False,attack,Not fleeing,False,True,Mount Washington,18.0,Chicago,M,-107.739,35.5878,H,CA,Carrie Burgess,5863
shot,gun,False,attack,Not fleeing,False,True,Miami,29.7,Phoenix,M,-95.3712,29.5857,W,CA,Amanda Hughes,5864
shot,gun,False,attack,,False,True,St. Augustine,66.6,Phoenix,M,-89.2098,27.0459,H,CA,Charles Mueller,5865
shot,straight edge razor,False,other,Not fleeing,False,True,Presque Isle,26.1,Los Angeles,M,-68.6709,36.0306,W,CA,Robin Singh,5866
shot,gun,True,attack,Not fleeing,True,True,Tucson,34.2,Alexander,M,-95.9535,31.5666,W,CA,Michelle Martin,5867
shot and Tasered,knife,True,attack,Foot,False,True,Prichard,25.2,Bakersfield,M,-91.6695,31.6863,W,CA,Steven Gallagher,5868
shot,vehicle,False,attack,Car,False,True,Red River Parish,37.8,Phoenix,M,-85.6413,26.8308,H,CA,Antonio Adkins,5869
shot,screwdriver,False,other,Not fleeing,False,True,Terre Haute,30.6,Phoenix,M,-98.9847,30.744,H,CA,Denise Hines,5870
shot,gun,False,attack,Not fleeing,False,True,Baltimore,51.3,Los Angeles,M,-73.46969999999999,34.515,W,CA,Alison Day,5871
shot,gun,True,attack,Not fleeing,False,True,Vallejo,23.4,Albuquerque,M,-74.1933,25.2711,W,CA,Zoe Fowler,5872
shot,gun,False,attack,,False,True,Decatur,26.1,Phoenix,M,-87.82469999999999,31.8834,W,CA,Jill Ramirez,5873
shot,hammer,False,attack,Not fleeing,True,True,La Marque,34.2,Los Angeles,M,-78.9696,37.7037,W,CA,Christine Walker,5874
shot,BB gun,False,attack,Car,False,True,Philadelphia,27.0,Phoenix,M,-100.5048,30.0735,W,CA,Sarah Jones,5875
shot,unarmed,True,attack,Car,True,True,Madison Township,35.1,Phoenix,M,-82.9575,34.713899999999995,H,CA,Janet Martin,5876
shot,gun,False,other,Foot,True,True,Los Angeles,18.9,San Antonio,M,-97.9416,36.0873,W,CA,Amy Bautista,5877
shot,unarmed,False,attack,Not fleeing,False,True,Gates,62.1,Los Angeles,M,-66.8709,36.3645,H,CA,Shelley Boyer,5878
shot,gun,False,attack,Foot,False,True,Madison Township,26.1,Los Angeles,M,-84.17790000000001,40.3119,W,CA,Jacob Ball,5879
shot,gun,True,attack,Not fleeing,False,True,Miami,36.9,Albuquerque,M,-75.6099,35.853300000000004,W,CA,Rachel Ford,5880
shot,gun,True,attack,Foot,False,True,Emeryville,34.2,Los Angeles,M,-79.2171,38.7324,W,CA,Emily Escobar,5881
shot,gun,False,attack,Not fleeing,True,True,Bakersfield,21.6,Los Angeles,M,-81.89909999999999,27.3258,W,CA,William Hanson,5882
shot,gun,False,attack,,False,True,San Diego,40.5,Los Angeles,M,-95.7186,38.5506,W,CA,Robert Henson,5883
shot,gun,False,attack,Not fleeing,False,True,Lawrence County,45.9,Los Angeles,M,-95.7177,38.5461,W,CA,Justin Pugh,5884
shot,gun,False,attack,Foot,False,True,Pasadena,18.0,Phoenix,M,-87.98400000000001,27.3915,H,CA,Ashley Bass,5885
shot,gun,False,attack,Other,False,True,Victoria,21.6,Phoenix,M,-103.6386,32.5332,H,CA,Brandon Morgan,5886
shot,gun,False,attack,Foot,False,True,Indio,20.7,Phoenix,M,-78.9381,37.692,W,CA,Arthur Baldwin,5887
shot,gun,False,other,Car,False,True,Polkton,49.5,Bakersfield,M,-78.64920000000001,32.4693,W,CA,David Martinez,5888
shot,gun,False,attack,,False,True,Austin,28.8,Los Angeles,M,-106.3818,43.3053,W,CA,Stephanie Park,5889
shot and Tasered,knife,True,other,Not fleeing,True,True,Salemburg,36.0,Phoenix,M,-94.1193,34.4439,W,CA,Ryan Rogers,5890
shot,vehicle,False,other,Car,False,True,Kuna,21.6,Phoenix,M,-95.6313,28.4868,H,CA,Hunter Williams,5891
shot,gun and vehicle,False,attack,Not fleeing,True,True,Westerville,57.6,Phoenix,M,-74.7342,36.2655,W,CA,Mr. Noah Shea Jr.,5892
shot,gun,True,attack,,False,True,St. Louis,24.3,Phoenix,M,-81.0459,29.0268,H,CA,Elizabeth Hendricks,5893
shot,knife,True,other,Not fleeing,False,True,Hobbs,14.4,Oklahoma City,M,-100.6974,30.2193,B,CA,Keith Holloway,5894
shot,gun,True,other,Car,False,True,Vero Beach,31.5,Arlington,M,-69.2847,34.9938,W,CA,Kevin Boyer,5895
shot,gun,False,attack,Car,False,True,Weymouth,18.9,Jacksonville,M,-105.4476,29.691000000000003,W,CA,Frank Johnson,5896
shot,gun,False,attack,,False,True,Covington,35.1,Phoenix,M,-106.1298,30.4146,H,CA,Robert Turner,5897
shot,unarmed,False,attack,,False,True,Hawaiian Gardens,17.1,Oklahoma City,M,-94.365,34.9686,B,CA,Dustin Fitzgerald,5898
shot,gun,False,attack,Foot,False,True,Athens,25.2,Oklahoma City,M,-80.4285,31.7133,B,CA,Diane Delgado,5899
shot,gun,False,attack,Not fleeing,False,True,Round Rock,52.2,Las Vegas,M,-81.01259999999999,34.6653,W,CA,Melissa Owen,5900
shot,gun,False,other,Car,False,True,Alexander,45.0,Los Angeles,M,-74.1726,24.9489,W,CA,Dean Meyer,5901
shot,gun,False,attack,Foot,False,True,Gilroy,23.4,Los Angeles,M,-98.3934,29.748600000000003,W,CA,Darrell Scott,5902
shot,undetermined,False,undetermined,,False,True,Fort Myers,33.3,Los Angeles,M,-88.6824,26.5617,W,CA,Matthew Kennedy,5903
shot and Tasered,glass shard,True,attack,Not fleeing,True,True,Woodville,48.6,Las Vegas,M,-65.8926,36.657,W,CA,Patrick Lawrence,5904
shot,knife,False,attack,Not fleeing,False,True,Buffalo,43.2,Los Angeles,M,-77.256,31.716,H,CA,Sandra Moore,5905
shot,gun,False,other,,False,True,Torrance,17.1,Tucson,M,-110.1573,33.948899999999995,W,CA,Aaron Huff,5906
shot,vehicle,False,attack,Car,False,True,Birmingham,27.0,Jacksonville,M,-76.2021,34.390800000000006,W,CA,James Reyes,5907
shot and Tasered,knife,True,other,Not fleeing,False,True,Show Low,41.4,Houston,M,-106.1244,30.6279,W,CA,Amanda Lester,5908
shot,gun,False,attack,Not fleeing,False,True,Millston,50.4,San Antonio,M,-100.4616,36.0927,W,CA,Carrie Fitzgerald,5909
shot,gun,True,attack,Foot,True,True,Archdale,30.6,Phoenix,M,-73.305,37.0773,W,CA,Justin Martinez,5910
shot,unarmed,False,undetermined,Car,False,True,Aberdeen,27.9,Phoenix,M,-74.1618,25.2099,H,CA,Joseph Ashley,5911
shot,vehicle,False,other,Car,False,True,England,47.7,Phoenix,M,-88.6752,26.496,H,CA,Cory Dawson,5912
shot,unarmed,False,undetermined,Not fleeing,True,True,Albemarle County,25.2,Las Vegas,M,-84.03659999999999,40.4586,B,CA,Margaret Weber,5913
shot,metal object,False,other,Not fleeing,False,True,Bozeman,35.1,Phoenix,M,-65.6091,37.4913,H,CA,Taylor Stone,5914
shot,gun,False,attack,Not fleeing,False,True,Trinity,24.3,Phoenix,M,-77.9589,27.4176,W,CA,Julie Simon,5915
shot,toy weapon,False,other,Not fleeing,False,True,Catasauqua,16.2,Phoenix,M,-80.33940000000001,28.1502,W,CA,Donald Mclean,5916
shot,knife,False,attack,Not fleeing,False,True,New York,45.9,Tucson,M,-108.6282,32.0157,W,CA,Shane Gomez,5917
shot,knife,True,other,Foot,False,True,Lealman,36.0,Los Angeles,M,-69.5061,34.9722,W,CA,Austin Smith,5918
shot,gun,False,attack,Not fleeing,True,True,Houston,41.4,Chicago,M,-81.1629,32.2974,H,CA,Terri Barrett,5919
shot,vehicle,False,attack,Car,False,True,Liberty,27.0,Bakersfield,M,-80.8776,31.6593,W,CA,Timothy Smith,5920
shot,gun,False,attack,Not fleeing,False,True,Long Beach,18.0,Charlotte,M,-81.19709999999999,27.0045,W,CA,Amy Woods,5921
shot,gun,True,attack,Not fleeing,True,True,Ozark,31.5,Tucson,M,-68.9706,34.47,W,CA,Dr. Traci Daniels,5922
shot,gun,False,other,Not fleeing,False,True,Mount Holly,30.6,Jacksonville,M,-68.3226,36.297900000000006,W,CA,Erin White,5923
shot,gun,True,attack,Not fleeing,True,True,Tallahassee,31.5,Las Vegas,M,-100.9215,30.3156,W,CA,Timothy Anderson,5924
shot,gun and machete,False,other,Not fleeing,False,True,Tucson,21.6,Jacksonville,M,-88.6743,30.4983,W,CA,Marcus Long,5925
shot,vehicle,False,other,Other,False,True,Detroit,31.5,Phoenix,M,-87.0804,29.4921,W,CA,Michelle Li,5926
shot,knife,False,other,Not fleeing,False,True,Elk Plain,40.5,Charlotte,M,-74.0682,24.2478,B,CA,Sarah Smith,5927
shot,gun,True,attack,Not fleeing,False,True,Clarksville,48.6,Phoenix,M,-100.7829,39.1347,W,CA,Rebecca Edwards,5928
shot,gun,False,attack,Foot,False,True,Brighton,20.7,Los Angeles,M,-106.4295,30.4272,W,CA,Sara Hernandez,5929
shot,gun,False,attack,Car,False,True,Los Angeles,49.5,Chattanooga,M,-64.7253,38.6298,W,CA,Natalie Holloway,5930
shot,unarmed,False,other,Foot,True,True,Cañon City,31.5,Bakersfield,M,-77.9589,27.4176,W,CA,Alexandra White,5931
shot,machete,False,attack,Not fleeing,False,True,Honolulu,62.1,Los Angeles,M,-103.6584,32.5017,W,CA,Corey Clark,5932
shot,gun,False,attack,Not fleeing,False,True,Lower Burrell,47.7,Los Angeles,M,-105.5214,30.7089,W,CA,Traci Alvarez,5933
shot,gun,False,attack,Not fleeing,False,True,Tuscson,30.6,Phoenix,M,-88.6806,26.4357,H,CA,Jennifer Richards,5934
shot,unarmed,False,undetermined,,True,True,Baltimore,25.2,Phoenix,M,-106.2099,30.6576,H,CA,Kevin Rodriguez,5935
shot,gun,False,attack,Foot,False,True,Anaheim,26.1,San Antonio,M,-105.5349,42.8913,W,CA,Diane Adams,5936
shot,gun,False,attack,Car,False,True,Las Vegas,34.2,San Antonio,M,-109.7325,42.5574,W,CA,Christopher Williams MD,5937
shot,gun,False,attack,Foot,False,True,Cedar Rapids,35.1,Jacksonville,M,-78.6465,35.505,W,CA,Charles Burns,5938
shot,gun,False,attack,Not fleeing,True,True,Austin,33.3,Phoenix,M,-79.54650000000001,38.5164,W,CA,Timothy Lewis,5939
shot,gun,True,attack,Not fleeing,False,True,Las Cruces,55.8,Los Angeles,M,-93.9771,29.5443,W,CA,Richard Lopez,5940
shot,gun,False,attack,Other,False,True,Porterdale,21.6,Los Angeles,M,-76.09140000000001,34.4079,W,CA,Christopher Madden,5941
shot,gun,True,attack,Not fleeing,False,True,Fremont,61.2,Las Vegas,M,-76.1409,31.05,B,CA,Joe Rasmussen,5942
shot,vehicle,False,attack,Car,False,True,Orange City,22.5,Jacksonville,M,-78.7968,30.5118,W,CA,Philip Martin,5943
shot,undetermined,False,undetermined,,False,True,Nacogdoches,17.1,Los Angeles,M,-94.0572,35.7804,W,CA,Timothy Jarvis,5944
shot,toy weapon,False,other,,False,True,Jasper,14.4,San Antonio,M,-78.8229,37.4598,W,CA,David West,5945
shot,vehicle,False,attack,Car,False,True,Spring Hill,32.4,Los Angeles,M,-69.8094,36.5499,B,CA,Sarah Yates,5946
shot,gun,False,other,Other,True,True,Charlotte,26.1,Los Angeles,M,-77.6979,30.1275,W,CA,Jon Little,5947
shot,gun,False,attack,Not fleeing,False,True,Philadelphia,31.5,Phoenix,M,-77.1858,34.3566,W,CA,Jerry Anderson DVM,5948
shot,knife,False,other,,False,True,Guadalupe,39.6,Chicago,M,-86.9778,29.6622,H,CA,Katrina Williamson,5949
shot,gun,False,attack,Foot,False,True,Honolulu,27.0,Los Angeles,M,-100.9989,30.1455,W,CA,Stephanie Phelps,5950
shot,knife,False,other,Not fleeing,False,True,Mantoloking,16.2,Phoenix,M,-104.4414,33.4593,H,CA,Jill Robinson,5951
shot,knife,False,other,Not fleeing,False,True,Phoenix,19.8,Charlotte,M,-73.9458,32.9454,B,CA,Jeremy Baker,5952
shot,vehicle,False,attack,Not fleeing,False,True,Las Vegas,23.4,Los Angeles,M,-95.9535,31.5666,W,CA,Gregory Gonzales,5953
shot,knife,True,other,Not fleeing,False,True,Lisle,28.8,Phoenix,M,-78.3405,36.6813,W,CA,Rebecca Walters,5954
shot,gun,False,other,Other,True,True,Anoka,36.9,Las Vegas,M,-79.2774,37.365300000000005,W,CA,Mr. Joseph Aguilar,5955
shot,gun,False,attack,,False,True,Watsonsville,33.3,Phoenix,M,-94.3317,34.906499999999994,H,CA,John Gutierrez,5956
shot,gun,False,other,,False,True,Evangeline Parish,32.4,Phoenix,M,-94.2939,34.9524,W,CA,Travis Kelly,5957
shot,gun,False,attack,Not fleeing,True,True,Riverton,32.4,Chattanooga,M,-87.7653,29.5821,W,CA,Gregory Jacobson,5958
shot,unarmed,False,attack,Not fleeing,False,True,Las Vegas,42.3,Los Angeles,M,-72.7659,31.8168,B,CA,Michelle Gomez,5959
shot,knife,True,attack,Not fleeing,False,True,Laredo,47.7,Los Angeles,M,-72.5517,25.2081,W,CA,Michael Serrano,5960
shot,gun,False,attack,,False,True,Chicago,29.7,Houston,M,-74.3634,31.7421,W,CA,Daniel Lozano,5961
shot,gun,False,attack,Not fleeing,False,True,East Baton Rouge,35.1,Phoenix,M,-81.21780000000001,34.7094,H,CA,Juan Brown,5962
shot,gun,False,other,Foot,False,True,Arlington,41.4,Houston,M,-78.3918,32.566500000000005,W,CA,Alicia Gardner,5963
shot,undetermined,False,other,Foot,False,True,Pascagoula,17.1,Los Angeles,M,-75.0591,30.5226,H,CA,Donald French,5964
shot and Tasered,knife,False,other,Car,True,True,Sunnyvale,37.8,Phoenix,M,-86.2119,32.6961,H,CA,Madison Davidson,5965
shot,gun,False,attack,Not fleeing,False,True,Las Vegas,18.9,Houston,M,-73.4094,27.2862,W,CA,Michele Martinez,5966
shot,toy weapon,False,attack,Not fleeing,False,True,Springfield,32.4,Los Angeles,M,-101.0943,38.9808,H,CA,Scott Espinoza,5967
shot,gun,False,attack,Other,False,True,Blue Springs,38.7,Los Angeles,M,-74.1105,32.2218,H,CA,Chad Patterson,5968
shot,gun,False,attack,Foot,True,True,Siskiyou County,33.3,Ashville,M,-73.4409,27.1593,W,CA,Luis Allen,5969
shot,unarmed,True,other,Not fleeing,True,True,Zanesville,42.3,Atlanta,M,-69.04169999999999,36.2457,W,CA,Julie Pratt,5970
shot,knife,False,attack,Not fleeing,False,True,Chunchula,42.3,Los Angeles,M,-68.6673,36.0324,W,CA,Ashley Wood,5971
shot,gun,False,attack,Car,False,True,Las Vegas,68.4,Phoenix,M,-105.6024,30.9978,H,CA,Jesus Jensen,5972
shot,knife,False,attack,Not fleeing,False,True,Flagstaff,43.2,Phoenix,M,-81.23400000000001,34.8309,W,CA,Lindsay Rodgers,5973
shot,gun,False,attack,Other,False,True,Seattle,33.3,Los Angeles,M,-74.1645,26.6769,W,CA,Jason Lopez,5974
shot,gun,True,attack,Car,False,True,Socorro,24.3,Las Vegas,M,-85.4676,32.3226,W,CA,Robert Hart,5975
shot,undetermined,False,attack,Not fleeing,False,True,Florence,18.0,Los Angeles,M,-110.3607,40.8231,W,CA,Brittney Robertson,5976
shot,knife,False,other,Not fleeing,False,True,Burnsville,38.7,San Antonio,M,-88.58430000000001,26.5401,W,CA,Nancy Weber,5977
shot,gun,False,attack,Not fleeing,False,True,Goodview,54.0,Bakersfield,M,-79.7814,27.4023,W,CA,Seth Campbell,5978
shot,gun,False,attack,Foot,False,True,Juneau,27.0,Phoenix,M,-85.5432,31.2759,H,CA,Alfred Flores,5979
shot,gun,False,attack,Not fleeing,False,True,Shepherdsville,48.6,Jacksonville,M,-109.6578,33.651,W,CA,Gregory Collins,5980
shot,gun,False,other,Other,True,True,Pulaski,30.6,Phoenix,M,-106.416,30.5091,W,CA,Jessica Maddox,5981
shot,vehicle,False,other,Car,True,True,Lompoc,36.9,Lubbock,M,-80.0055,29.2887,W,CA,Chad Nelson,5982
shot,gun,False,attack,Not fleeing,False,True,San Antonio,34.2,San Antonio,M,-80.0604,36.130500000000005,W,CA,Kimberly Farrell,5983
shot,gun,False,attack,Not fleeing,False,True,Clearfield,51.3,Phoenix,M,-108.5634,33.6177,W,CA,Connor Brown,5984
shot,undetermined,False,undetermined,,False,True,East Baton Rouge,26.1,Houston,M,-83.8521,31.1931,W,CA,Amy Thornton,5985
shot,gun,True,other,,False,True,Lexington County,35.1,Charlotte,M,-71.7831,29.7252,B,CA,Deborah Romero,5986
